"Product Code","Barcode 1","On Order"
8819054,3666057165498,0
1123207,9899999033721,70
1163245,9899999027126,0
1123223,9899999033738,144
1117431,9899999027133,0
8695785,3574660123906,54
9416504,3574660149807,78
9610940,3574660658606,108
2289122,5000207007425,90
783480,5000207004981,48
9836347,5391500077889,0
9720855,5391500071337,0
8707788,8001841804248,0
8707770,8001841804286,0
3066214,4084500477360,0
3066222,4084500477285,0
172577,4084500477445,0
8824302,8700216483681,0
2771400,9899999184195,0
2771392,9899999183990,0
2771384,9899999184201,10
2771376,9899999184188,0
3578358,9899999147732,0
3578341,9899999147749,0
2369353,5013011003415,0
2369361,5013011003422,0
1106376,9899999151463,47
1225325,9899999155652,0
8827073,192333111710,0
8827545,192333076385,0
8715450,192333110997,0
8715344,192333111741,0
8827313,19333178744,0
8732042,192333121450,0
8732075,192333120699,0
9976143,5015876020743,0
9975640,5015876023690,0
1140318,,140
3806379,5060032242996,0
1059609,5012727903552,0
1082031,5016695290645,0
1082049,5016695290607,81
1082056,5016695290621,283
1247105,,0
1140292,5060057404515,0
1140300,5060032242002,0
1231927,,0
1093566,9899999064473,0
1148873,5000283656692,0
1004662,5020220400300,0
1122480,5017007015307,0
1072933,9899999116288,0
2037059,5015915852038,40
1163096,5017007071211,0
1077627,5012727902906,0
1267020,5011641807557,0
1086271,5016192189312,0
1086289,9899999157540,0
1233733,5016192188315,0
1086255,5015525039836,0
1162916,5015525039850,0
1139815,9899999177388,0
1266212,6432100100566,0
8116071,9899999163114,0
1068535,9899999128144,0
1218676,9899999185789,0
1252733,,20
1217520,9899999158042,100
1164433,9899999087311,2888
1093194,5000283607069,0
1125202,5060010285007,460
1105196,5060003780533,0
1202019,5012617025500,1160
1139708,9899999081449,0
1169648,,0
8841264,5037015037566,0
1128263,5000283652038,1800
1009752,5000283588481,24
1069970,5000283581376,0
6597611,5000283657880,0
1076082,5012617007841,0
1244755,,8
1108604,9899999071228,0
3068509,5010678903089,0
3068517,5010678903096,0
3102290,5010678903072,0
1146216,5015525033889,144
1102250,5012727903958,0
390450,5012727903651,0
1004811,5011641802187,0
1004829,5011641802194,0
257675,,6
1178573,9899999119982,10
1165463,5017123286131,0
9946443,3386460109574,0
8794166,3386460123501,0
9801390,3386460078320,0
9801408,3386460078313,0
9838087,3386460079150,0
9913013,3386460108133,0
9913021,3386460108126,0
9913039,3386460108119,0
9867995,3386460095365,0
9868001,3386460095358,0
8805087,3386460142199,0
8805095,3386460142182,0
8805103,3386460142175,0
8832529,3386460154277,0
8832503,3386460154291,0
8832511,3386460154284,0
8778938,3386460126625,0
8746042,3386460126571,0
9493925,3386460157315,36
9546888,3386460157308,20
9621962,3386460156707,8
3195732,9899999142133,0
3195740,9899999142140,0
5202049,5000283609278,0
2763175,5000283609285,0
8798886,5013692265799,0
8801243,5391018058189,0
8801235,5391018058172,0
2014199,5015313011754,0
311118,5015313011747,0
4153805,5015201009627,0
1078831,5012617013316,880
1078849,9899999000105,2640
1099118,,40
2446110,,0
1029982,5016192213116,40
5028485,9899999162339,0
1206853,9899999183921,120
1231943,9899999177371,60
1240928,9899999153078,0
1213222,9899999152705,0
1247253,,0
1136209,9899999184249,0
530477,5000209100513,450
9858192,8714789365152,132
8788507,8718951576193,420
9752767,7509546064857,0
8810632,8718951166202,144
9611609,8714789625454,240
960518,8714789726137,240
8845638,8718951193796,0
9752775,8718951030169,0
8717688,8718951396203,48
8705212,8718951396104,36
9409046,6001067018049,0
9464413,8714789829999,0
2619633,8718951265516,0
3220118,8718951265592,0
9994229,8718951265769,0
3068277,6001067004943,180
8845612,8718951692299,0
9661034,76143038,80
9697988,8714789652498,0
8789315,8718951564862,120
8780298,8718951568709,240
4159851,313992000133,0
77073,9899999147589,0
2035251,5012781015598,0
55061,9899999171331,0
2967594,9899999171348,0
376392,5016075000031,70
2301380,5016075000055,70
2154052,5012816000124,0
3542560,9899999122944,0
8820607,8720181496486,48
8820599,8720181496479,48
8804601,8720181332012,120
8804619,8720181331916,160
8804627,8720181331978,0
9444753,5000186802585,60
4073169,3574660634839,0
153510,5708932006910,0
9880303,3574660651751,0
9718958,5708932006903,0
2685832,5708932022736,0
2284800,5708932006934,0
3224789,3663555002119,300
3241999,5035382000091,0
3243102,4008976682165,0
3768793,9899999125709,0
3265691,5015525030512,0
3682119,9899999115649,0
3040276,9899999185215,10
846659,,144
848069,,36
2577724,,72
2577716,,0
9656059,5011597092779,100
9413626,5011597001634,100
9413634,5011597021632,40
9413642,5011597022226,50
8840951,5054563055750,0
8840969,5054563055781,0
9650300,5000347054242,0
9650292,5000347054235,0
9520289,5054563039507,0
4039228,5054563039521,0
469247,5000347007576,0
3552460,5000347037689,0
948083,5000347007569,0
347013,5000347007552,0
8751323,5031413903294,120
8814857,5031413936834,36
9815739,700315588490,0
9815721,700315588506,0
9815895,707918814162,0
9815820,707918814315,0
9815853,616983954768,0
8719239,5060285470498,0
2454635,7332531009911,0
3371770,5017476051301,40
3371762,9899999057406,0
3371754,9899999066361,0
322537,5011309020014,0
3629714,5011309441116,48
2451458,5011309019117,0
2939239,5011309015416,0
3882933,5011309450415,24
3565991,5011309440812,16
3565983,5011309440614,48
3723780,5011309424515,30
4157186,5011309035117,18
3395035,5011309011418,0
3263829,5011309013719,0
4100210,5011309452013,0
2469385,5011303017218,0
4222378,5011309090116,0
2812238,5011309016116,0
2946655,5011309015713,0
8843526,5051594009646,120
8843518,5051594009622,0
8843534,5051594009660,48
8843542,5051594009684,0
2469450,9001375996494,600
8843484,5051594009844,36
8843476,5051594009806,0
8843500,5051594009967,132
8843492,5051594009981,90
2511434,8716900559242,0
2511442,8716900559280,0
9886151,5051594006874,72
9886169,5051594006881,12
9886201,5051594006867,0
9886219,5051594001930,0
9886193,5051594006911,12
9886185,5051594006904,0
9886177,5051594006898,36
2724409,5051594007260,48
3126752,8712400682664,120
8843575,5051594009745,60
8843583,5051594009707,40
8843567,5051594009721,0
8843559,5051594009769,90
8843237,5051594010086,96
8843229,5051594009868,120
8843245,5051594009882,132
8843211,5051594009943,0
3170719,9899999085843,0
9803107,5010792289090,36
2553436,9899999000624,0
25734,5029656000290,120
25874,5019829064051,0
25569,5019829064013,0
25585,5029656000306,24
2935609,5000455017771,10
2935617,5000455017795,0
2935625,5000455017818,0
3185600,5000455018464,0
9739608,5010415230300,0
9739582,5010415230256,0
9501420,5010415221247,0
9793381,5010415236104,0
2086346,5000158105294,0
2144962,5000158105287,0
2546521,5000158105270,0
2992048,4987072071779,180
3631843,4987072082300,18
8368359,4987072171981,0
4075453,4987072051979,0
3662046,094733075893,0
3568813,4987072020760,60
3130333,4987072068342,24
9917923,7612412423402,0
9938135,716053446503,0
9938143,716053446510,0
9938119,716053446527,0
9938127,716053446534,0
9648585,5055172200319,42
8842692,7310361163386,0
9580192,7310361163379,0
8802274,7322542102800,0
9546755,7322540432664,0
8787723,7322542102657,0
8795684,7322542107300,0
8818544,7322542107508,0
8818536,7322542295151,0
8827529,7322542103111,0
8803439,5000101510076,720
8803488,5000101510755,750
8803454,5000101510618,576
8803470,5000101510656,426
2490308,309971370199,96
9881269,309971370205,96
8847683,309971370182,0
9881277,309971370229,66
9881285,309971370267,90
880476,5012008511407,204
1208420,9899999124979,400
1174572,9899999110309,0
1117134,,0
1195577,9899999164616,90
277368,9899999184300,0
68072,5012882007980,0
3043239,5014602300982,40
3043213,5014602300968,100
236505,5017007604457,60
2649465,5017353504937,0
8840134,3423222015565,0
9524091,3423222015589,0
8797748,8057971183739,0
8797722,8057971183715,0
8797730,8057971183722,0
9914540,3423478640856,0
9746512,737052784052,0
9746496,737052783574,0
9925124,3423478400252,0
9925132,3423478400351,0
8730772,3423473101154,0
9925116,3423473049456,0
9925108,3423473042853,0
8731796,3423473152255,0
9469404,8057971180318,0
8802431,3423222035952,0
9421645,3423473020257,0
9422296,3423473020264,0
8730814,3423473020516,0
9707100,3423473020509,0
8816084,3423473020240,0
8816092,3423473020493,0
8730830,3423473111559,0
9653742,737052598031,0
8809329,8057971183661,0
8809337,8057971183647,0
8809345,8057971183654,0
9460742,3423473020981,0
9459389,3423473020998,0
9459397,3423473021001,0
9856485,3423473033295,0
9856451,3423473036289,0
9856469,3423473033271,0
9784968,737052945699,0
9486663,3423473021230,0
8730798,3423222026004,0
8730806,3423222026028,0
8730822,3423473051855,0
8728974,3423222015787,0
9906660,3423478579859,0
9906678,3423478580053,0
8848814,,0
8841744,5060086380330,0
8831828,5060086380378,0
8847972,,0
8831802,5060086380071,0
9827213,9899999154280,0
1267525,07613421121341,0
1267509,07613421121471,0
1267525,,10
1267509,,20
8759235,5028763010482,0
8797789,5028763011861,0
2813202,5021730014070,600
2451045,5027097372426,0
8766826,5027097300139,0
229336,5012674021101,20
229369,5012674021576,60
977561,5012882008543,0
448308,5013965040467,0
1271444,,0
1082510,9899999110576,4
1081306,5012617005571,8
1274984,,4
1023969,3614228210911,0
8740938,3616302780044,0
8740433,3616302780020,0
8740441,3616302780051,0
8822249,3616305254917,0
9810870,3414202000572,0
9611096,3614220443812,0
9425661,3414202011769,0
8767071,3607341186805,0
9783994,3614220080659,0
9521097,3607344163773,0
4292777,5054563211767,0
3581287,9899999164128,0
3985124,,15
3020534,5036611000103,0
3585536,,0
2218915,,20
8767428,5015302109103,0
4150439,5011501060047,180
4150454,5011501014941,90
4150462,5011501004133,60
4150470,5011501006953,60
4232948,9899999063391,36
3108131,5011501002122,48
3950102,5011501013739,120
177071,5011501040100,78
177063,5011501040094,90
177055,5011501001682,18
3431525,5011501006731,60
3194057,5011501003259,36
2114890,5011501080021,48
9411083,3228061018506,0
8818379,3133200542920,0
8797706,3133205419531,0
8818361,7322540880038,0
8818387,3133200000130,0
8797698,3133200560603,0
1139526,9899999127406,0
9840042,9899999156680,0
9840059,9899999156697,0
3089414,47701500026,0
3029485,5011784050414,12
4117297,5011784003861,12
71258,5012616291739,0
4095733,9899999181194,0
4093076,9899999181170,200
4151056,5000477724190,0
9419698,5011408061567,24
9419599,5011408054392,0
1027812,3600523718597,0
9419706,5011408061581,0
9419813,5011408030501,6
2643443,5016379153501,0
3064383,5016379156007,0
2322808,5016379150005,0
141838,5000123104109,0
406629,5000123105359,18
1166230,5391512451431,80
1060946,5012617007926,0
1138817,9899999086765,21
1138825,5017007152125,80
1180991,9899999116141,220
3727757,,60
3746237,,0
4065942,,0
3213774,,0
2483956,9899999000594,0
2483964,9899999000600,0
72454,50158072,144
72470,50158089,132
9740820,50158225,72
9947425,5011417554876,120
8717670,5011417559390,150
8819112,5011417589809,0
8819120,5011417589816,0
8706160,5011417572252,36
9700618,5011417559406,0
9646282,5011417556542,48
9646290,5011417561751,48
9516006,5011417561928,132
8706152,5011417569566,120
9946781,5011417569559,130
1134527,,0
1184621,9899999156475,12
1181452,,0
1062751,9899999064206,0
1224427,9899999168447,0
1272160,9899999133551,0
4214722,,0
4268058,,120
4232336,42426653,0
4232344,4046802313913,0
822783,50184262,0
984609,76111570,0
984567,87111842,0
984583,5014598112507,0
2151512,50184491,0
8754582,5010792528748,0
2764801,5017476125002,15
1082080,,32
1082064,,3200
1082072,,2000
1232867,9899999182726,15
2455228,5015915171054,0
2708220,5021691271529,20
1084748,9899999000136,0
1079250,9899999168430,0
1084755,5010678460209,0
1142793,9899999162230,0
1174952,,30
1174960,5015915171177,17
1161900,9899999103257,0
1161884,9899999103264,0
1161892,9899999103271,0
1269661,,0
8808412,3614273356053,0
9809369,3605522052765,0
9809377,3605522052826,0
9844515,3614271537171,0
8750747,3614273693509,0
8750754,3614273694759,0
8750762,3614273694766,0
8812752,3614273924450,0
8812745,3614273924443,0
9596784,3605521132437,0
9596792,3605521132499,0
9605031,3614274139365,6
9522038,3614274139341,12
9616970,3605521034014,0
9513961,3605520680014,0
9827254,3614271673862,0
9628363,3605521534064,0
9945452,3614272320833,0
9628371,3605521534200,0
8731044,3614273441933,0
8712788,3614273441940,0
9918970,3614272631908,0
9918988,3614272631915,0
485896,5000485080882,0
2240398,5060035247110,0
349472,5060035247127,0
441493,9899999028116,0
368670,5013457010091,0
9948159,9899999184560,0
1063007,5016192261216,400
1063015,5016192262114,56
1062991,5016192260219,240
395699,9899999171317,0
1085422,,100
9719683,5017371110752,48
9881384,5017371129389,0
9881376,5017371130798,24
9719675,5017371130774,0
579409,,240
2016855,,2376
9959743,3348901257749,0
9959776,3348901335140,0
9959768,3348901257756,0
9959735,3348901257770,0
9959750,3348901257800,0
9986100,3348901475839,0
9958620,3348901335089,0
9986209,3348901490269,0
9958653,3348901335096,0
9958661,3348901335133,0
9986191,3348901426336,0
9986118,334890469647,0
9958687,3348901354196,0
9958703,3348901335065,0
9958729,3348901335041,0
9986134,3348901441391,0
9958745,3348901354363,0
9958760,3348901335058,0
9958604,3348901257787,0
9991639,3348901469647,0
9964651,3348901340595,0
9964636,3348901340762,0
9964537,3348901346030,0
9964594,3348901340748,0
9964628,3348901340786,0
9964545,3348901340861,0
9964057,3348901296915,0
9964131,3348901296885,0
9964032,3348901296854,0
9964081,3348901296908,0
9964156,3348901296861,0
9964016,3348901297011,0
9964180,3348901296878,0
9969528,3348901397162,0
9969502,3348901340830,0
9969536,3348901405799,0
9969544,3348901407069,0
9994898,3348901342667,0
9991654,3348901340649,0
9969510,3348901394628,0
9968736,3348901491228,0
9968835,3348901491242,0
9994971,3348901002356,0
9965989,3348901416412,0
9965914,3348901366823,0
9965955,3348901367509,0
9965922,3348901366816,0
9965948,3348901366809,0
9965930,3348901366830,0
9965963,3348901367516,0
9965971,3348901416405,0
9989625,3348901446167,0
9964214,3348901334952,0
9989351,3348901431040,0
9960600,3348901264570,0
9960725,3348901265072,0
9960592,3348901274449,0
9960758,3348901452649,0
9960782,3348901452632,0
9960808,3348901452397,0
9960824,3348901454339,0
9960840,3348901454315,0
9960865,3348901456807,0
9960881,3348901452366,0
9960907,3348901452571,0
9960915,3348901452502,0
9960923,3348901452670,0
9960931,3348901452496,0
9960949,3348901456852,0
9960964,3348901452625,0
9960972,3348901452359,0
9960980,3348901452465,0
9960998,3348901452526,0
9961012,3348901456821,0
9961020,3348901459341,0
9961038,3348901454346,0
9961053,3348901452427,0
9961079,3348901456869,0
9961087,3348901452335,0
9961103,3348901452540,0
9961111,3348901452489,0
9989377,3348901500401,0
9989419,3348901500319,0
9989435,3348901500500,0
9989534,3348901500494,0
9989591,3348901500456,0
9989369,3348901500555,0
9989427,3348901500364,0
9989609,3348901504522,0
9989401,3348901500548,0
9989393,3348901500524,0
9989385,3348901500395,0
9994922,3348901504515,0
9989518,3348901504119,0
9989500,3348901504003,0
9989542,3348901504102,0
9989443,3348901504140,0
9989450,3348901504065,0
9989476,3348901504034,0
9989484,3348901504225,0
9989526,3348901504089,0
9989468,3348901513470,0
9989492,3348901513487,0
9989567,3348901504201,0
9989559,3348901504188,0
9989575,3348901504195,0
9994906,3348901509916,0
9994914,3348901509862,0
9989583,3348901504096,0
9994948,3348901297110,0
9994955,3348901297172,0
9994963,3348901297141,0
9967969,3348901394666,0
9967993,3348901394673,0
9967936,3348901337281,0
9967555,3348900898844,0
9967894,3348901199520,0
9967928,3348901293549,0
9967944,3348901379885,0
9955527,3348901376921,0
9955543,3348901376938,0
9955550,3348901376945,0
9955568,3348901376952,0
9955576,3348901376969,0
9955584,3348901376976,0
9955592,3348901376983,0
9955600,3348901376990,0
9955618,3348901377003,0
9955626,3348901377010,0
9955634,3348901377027,0
9955410,3348901377034,0
9955642,3348901377041,0
9955659,3348901377560,0
9955667,3348901377065,0
9955675,3348901377072,0
9955519,3348901394444,0
9986670,3348901281249,0
9959032,3348901521024,0
9986696,3348901146548,0
9986688,3348901394932,0
9958976,3348901463584,0
9959040,3348901530866,0
9959057,3348901530873,0
9955477,3348901311038,0
9955469,3348901311045,0
9955451,3348901311052,0
9955444,3348901311069,0
9955428,3348901261074,0
9955436,3348901261081,0
9968017,3348901366793,0
9955683,3348901491136,0
9958992,3348901444330,0
9959008,3348901444347,0
9959016,3348901444354,0
9959024,3348901444415,0
9953787,3348901393416,0
9953795,3348901393393,0
9953803,3348901393409,0
9953696,3348901325141,0
9953688,3348901325134,0
9955212,3348901466196,0
9955220,3348901466202,0
9955238,3348901450256,0
9994872,3348901506274,0
9955246,3348901477628,0
9955295,3348901485197,0
9955253,3348901477659,0
1030873,3348901538558,0
9955279,3348901485180,0
9955287,3348901503433,0
9955261,3348901477635,0
9955394,3348901190619,0
9955352,3348901190527,0
9955360,3348901190558,0
9955378,3348901190589,0
9955386,3348901190602,0
9953936,338901377928,0
9953985,3348901392785,0
9953977,3348901377881,0
9953951,3348901377850,0
9953969,3348901377911,0
9953993,3348901377898,0
9954009,3348901392792,0
9953944,3348901377935,0
9953621,3348901312714,0
9953639,3348901224956,0
9953647,3348901233668,0
9953563,3348901253468,0
9953662,3348901293747,0
9953654,3348901293761,0
9953670,3348901327169,0
9953613,3348901259071,0
9953571,3348901259057,0
9953589,3348901259095,0
9953597,3348901259019,0
9953506,3348901112987,0
9953605,3348901259033,0
9954058,3348901420396,0
9985227,3348901377928,0
9954025,3348901377843,0
9954074,3348901450270,0
9954082,3348901446020,0
9954066,3348901429306,0
9954041,3348901420488,0
9954033,3348901377874,0
9954017,3348901377867,0
9954090,3348901420402,0
9964438,3348901359924,0
9964339,3348901312417,0
9964313,3348901312431,0
9964388,3348901359917,0
9961558,3348901089920,0
9961533,3348901177801,0
9961574,3348901177832,0
9961590,3348901177825,0
9961624,3348901177795,0
9961657,3348901177917,0
9961632,3348901177931,0
9964248,3348901312424,0
9961665,3348901304627,0
9961673,3348901312356,0
9961681,3348901312363,0
9961699,3348901312370,0
9961707,3348901304382,0
9961731,3348901304528,0
9961756,3348901304511,0
9961772,3348901304610,0
9961798,3348901304412,0
9961806,3348901304283,0
9961814,3348901304429,0
9961822,3348901313674,0
9985391,3348901309806,0
9961830,3348901304658,0
9961848,3348901304399,0
9961855,3348901304566,0
9961863,3348901304290,0
9961871,3348901304641,0
9961889,3348901304481,0
9985334,3348901477024,0
9962036,3348901306379,0
9962044,3348901325844,0
9961913,3348901306560,0
9961962,3348901304672,0
9962051,334890130355,0
9985375,3348901306355,0
9962069,3348901325837,0
9962077,3348901306409,0
9961970,3348901304665,0
9961988,3348901306386,0
9962002,3348901306348,0
9962010,3348901306324,0
9962028,3348901306317,0
9964511,3348901326216,0
9961483,3348901418409,0
9961277,3348900265028,0
9961244,3348900264908,0
9961343,3348900410312,0
9961376,3348900448339,0
9961459,3348901276238,0
9961251,3348900264946,0
9961236,3348900410329,0
9961400,3348901276245,0
9961426,3348901276252,0
9961228,3348901408882,0
9961269,3348900264977,0
1021914,3348901534130,0
1021880,3348901534109,0
1021906,3348901534123,0
1021898,3348901534116,0
1021849,3348901535274,0
1021856,3348901535144,0
1021864,3348901535151,0
1021872,3348901534178,0
,3348901556378,0
,3348901550468,0
,3348901525992,0
,3348901525770,0
,3348901525749,0
,3348901525787,0
,3348901525831,0
,3348901525848,0
,3348901525893,0
,3348901525947,0
,3348901525954,0
,3348901525961,0
,3348901525978,0
9955154,3348901470834,0
9955188,3348901471268,0
9955170,3348901471251,0
9955162,3348901489805,0
9968041,3348901399890,0
9954108,3348901423182,0
9955006,3348901410076,0
9955022,3348901410083,0
9955030,3348901410090,0
9955055,3348901410106,0
9955063,3348901410113,0
9955071,3348901410120,0
9955089,3348901420112,0
9955097,3348901410168,0
9955105,3348901410175,0
9955113,3348901410182,0
9955121,3348901410199,0
9955139,3348901410205,0
9955147,3348901410212,0
9955196,3348901420099,0
8714362,3348900627437,0
9461476,3348900627499,0
9782657,3348900959385,0
9782640,3348900959392,0
9782632,3348901269087,0
9970153,3348900627482,0
9735119,3348901069830,0
9782558,3348901069847,0
9986456,3348901363488,0
9970278,334891363495,0
9970286,3348901363495,0
9831389,3348900911130,0
9782590,3348900911079,0
9970294,3348901250122,0
9482365,3348900911048,0
9958794,3348900649712,0
9958802,3348900649828,0
9958786,3348900649705,0
9958877,3348901253161,0
9958836,3348901253123,0
9958851,3348901253154,0
9958844,3348901253147,0
9958893,3348901253178,0
1021765,3348901507981,0
1021773,3348901507998,0
1021781,3348901508001,0
1021799,3348901508018,0
1021807,3348901546294,0
1021815,3348901546300,0
9958885,3348901253130,0
9482191,3348900790261,0
9782509,3348900791060,0
454959,3348900010031,0
9482407,3348900010062,0
9444423,3348900010048,0
8714461,3348901294676,0
9482381,3348900012219,0
8714453,3348900147324,0
9482373,3348900012189,0
9482431,3348900199699,0
9782525,3348901116817,0
9482241,3348901250139,0
9955485,3348901311236,0
9955493,3348901311243,0
9955501,3348901311267,0
9994989,3348901446136,0
9991662,3348901446143,0
9955345,3348901280679,0
9955311,3348901342759,0
9955337,3348901342742,0
9955329,3348901342735,0
9958901,3348901228206,0
9482506,3348900489226,0
9482498,3348900489202,0
9482563,3348900574656,0
9953811,3348901362863,0
9782459,3348901484879,0
9782673,3348901419161,0
9782467,3348901126359,0
9735101,3348901126342,0
9986290,3348901484909,0
9953704,3348900760738,0
9953738,3348900793347,0
9953746,3348900760752,0
9953712,3348900760745,0
9953720,3348900905023,0
9735093,3348901215930,0
9782681,3348901269988,0
9782665,3348901215947,0
9782434,3348901001113,0
9451816,3348900662636,0
8714479,3348901544092,0
9441676,3348900662629,0
9782475,3348900838185,0
9782483,3348901001120,0
9691312,3348900838178,0
9970187,3348901419147,0
9831363,3348901218245,0
9782442,3348901250313,0
9986282,3348901484886,0
9691221,3348901070454,0
9986431,3348901385725,0
9986423,3348901333061,0
9691213,3348901127882,0
9929829,3348901387323,0
9691197,3348901333047,0
9929837,3348901333054,0
9991621,3348901484213,0
9953530,3348901379496,0
9953514,3348901379564,0
9953548,3348901382434,0
9953555,3348901379601,0
9701525,3348901192231,0
9701517,3348901192224,0
2622140,3348900378551,0
9481730,3348900378575,0
1004282,3348901500784,0
1004290,3348901500807,0
9481995,3348900417878,0
9434028,3348900417892,0
9426412,3348900417885,0
9831488,3348901296632,0
9826900,3348901296625,0
9908054,3348901346139,0
9929696,3348901419086,0
9929720,3348901419093,0
9929761,3348901487528,0
9970260,3348900440456,0
9985896,3348900286191,0
9985904,3348900286184,0
9958810,3348900286177,0
9968587,3348901443111,0
9968371,334890141040,0
9968439,3348901431071,0
9968447,3348901431095,0
9968454,3348901431101,0
9968538,3348901443142,0
9968553,3348901443159,0
9968561,3348901443166,0
9968470,3348901443081,0
9968488,3348901443104,0
9968504,3348901443128,0
9970054,3348901346078,0
9969874,3348901134378,0
9969809,3348900008694,0
9969890,3348901084598,0
9969825,3348901173100,0
9969932,3348901149921,0
9970005,3348901149990,0
9969981,3348901149969,0
9969866,3348901173117,0
9970039,3348901149938,0
9734971,3348901362832,0
9717828,3348901362856,0
8714305,3348901571432,0
8714313,3348901571449,0
9782244,3348901419345,0
9968843,3348901340618,0
9968694,3348901491150,0
9968728,3348901491211,0
9968751,3348901498371,0
9968777,3348901491235,0
9968819,3348901498395,0
9968645,3348901446150,0
9968678,3348901446174,0
9955840,3348901248235,0
9955832,3348901248259,0
9955865,3348901248358,0
9955857,3348901248365,0
9955873,3348901248341,0
9955782,3348901250849,0
9955824,3348901248075,0
9955816,3348901238038,0
9955790,3348901248105,0
9955808,3348901248099,0
9986720,3348901248334,0
9955303,3348901103435,0
9480849,3348900011632,0
9959784,3348901252805,0
9959826,3348901252812,0
9959792,3348901252829,0
9959818,3348901252836,0
9959800,3348901252843,0
9960386,3348901391634,0
9960378,3348901329385,0
9985946,3348901491143,0
9957978,3348901405379,0
9958026,3348901405324,0
9958034,3348901401500,0
9958182,3348901401685,0
9958059,3348901405331,0
9958075,3348901401708,0
9958083,3348901401692,0
9958109,3348901405362,0
9958125,3348901372862,0
9958141,3348901405409,0
9958158,3348901405072,0
9958166,3348901401593,0
9958174,3348901372787,0
9963976,3348901413084,0
1031111,3348901535021,0
1031129,3348901527040,0
1031137,3348901527026,0
9962085,3348901418942,0
9966029,3348901369763,0
9966037,3348901369770,0
9966011,3348901356695,0
9966003,3348901356640,0
9966177,3348901413190,0
9966144,3348901379922,0
9966110,3348901356671,0
9966136,3348901356886,0
9966086,3348901369800,0
9966094,3348901356893,0
9966078,3348901356664,0
9966169,3348901356756,0
9966151,3348901356688,0
9966102,3348901356657,0
9966060,3348901356725,0
9966128,3348901356800,0
9966052,3348901356787,0
9991647,3348901157315,0
1030907,3348901526777,0
1030915,3348901526609,0
1030923,3348901526746,0
1030931,3348901526708,0
1030949,3348901526715,0
1030956,3348901526753,0
1030964,3348901526784,0
1030972,3348901526739,0
1031004,3348901526685,0
1031012,3348901526616,0
1031020,3348901526692,0
1031038,3348901526722,0
1031046,3348901526623,0
1031053,3348901526678,0
1031061,3348901526593,0
1031079,3348901526647,0
1031087,3348901526661,0
1031095,3348901526791,0
1031103,3348901526586,0
1030899,3348901570145,0
9963901,3348901408813,0
9963943,3348901412971,0
9963844,3348901408691,0
9962101,3348901414203,0
9962119,3348901408714,0
9962127,3348901408677,0
9962135,3348901408745,0
9962143,3348901408721,0
9986233,3348901460057,0
9962150,338901408769,0
9986274,3348901408769,0
9962176,3348901408752,0
9962184,3348901408738,0
9962192,3348901408707,0
9962200,3348901408684,0
9962218,3348901408868,0
9962226,3348901408851,0
9962242,3348901408905,0
9962267,3348901408899,0
9962283,3348901408820,0
9986266,3348901460149,0
9986258,3348901460132,0
9986241,3348901460118,0
9963869,3348901414227,0
9969064,3348901472944,0
9969080,3348901472913,0
9969098,3348901479585,0
9969106,3348901472975,0
9969114,3348901479578,0
9969122,3348901472968,0
9969239,3348901472982,0
9969262,3348901481038,0
9969288,3348901473026,0
9969296,3348901481045,0
9969304,3348901481052,0
9969148,3348901472838,0
9969312,3348901472890,0
9969155,3348901472852,0
9969197,3348901472821,0
9985466,3348901461207,0
9985516,3348901460231,0
9985482,3348901460224,0
9985441,3348901460217,0
9969320,3348901476461,0
9969338,3348901476454,0
9969353,3348901476430,0
9969387,3348901476362,0
9969403,3348901481076,0
9969411,3348901476577,0
9969429,3348901476607,0
9969437,3348901476546,0
9969445,3348901481120,0
9969452,3348901476355,0
9969460,3348901408844,0
9969478,3348901414210,0
9969486,3348901408776,0
9969494,3348901408806,0
9968058,3348901408981,0
9968074,3348901410441,0
9968330,3348901410434,0
9968165,3348901408790,0
9968108,3348901408936,0
9968124,3348901410472,0
9968140,3348901408929,0
9961160,3348901367813,0
9961152,3348901373364,0
9961202,3348901366014,0
9961186,3348901366878,0
1030881,3348901570060,0
9831439,3348901292269,0
9929670,3348901473323,0
9970203,3348901473316,0
9985557,3348901501194,0
9831447,3348901292276,0
9894197,3348901368247,0
9894205,3348901368254,0
9782715,3348901250146,0
9831454,3348901321129,0
9769571,3348901250153,0
8714297,3348901567572,0
8819294,3348901728836,0
8819286,3348901728829,0
1027382,3348901536837,0
9929654,3348901486385,0
9929647,3348901486392,0
8714446,3348901470353,0
9970161,3348901512619,0
9960360,3348901335188,0
1021823,3348901537186,0
1004456,3348901501088,0
1004464,3348901500937,0
1004472,3348901500975,0
1004498,3348901500944,0
1004506,3348901501101,0
1004514,3348901500968,0
1004522,3348901501095,0
1021831,3348901537193,0
1004530,3348901501002,0
1004548,3348901500951,0
1004555,3348901500982,0
9960543,3348901398640,0
9960535,3348901398664,0
9960550,3348901398657,0
9958448,3348900797468,0
9958471,3348900865433,0
9960402,3348901359986,0
9960394,3348901375573,0
9958935,3348901354936,0
9958950,3348901354929,0
9958927,3348901302418,0
9958919,3348900923799,0
9958968,3348901254533,0
9960568,3348901447027,0
9960576,3348901447010,0
9960584,3348901447973,0
1003391,3348901512398,0
9958505,3348900877733,0
9958539,3348900877757,0
9958521,3348900877740,0
1003417,9899999187844,0
9959065,3348901205535,0
9958547,3348901141604,0
9958562,3348901141611,0
9958588,3348901141628,0
